condcode,cond.name,blockindex,Listnum,set,Condition,cond.cloze,good.bad,itemcode#,version,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Target,Continuation,Target.Freq,Target.Prob,Nresponses,Response1,Response2,Response3,Response4,Response5,Response6,Response7,Response8,Response9,Response10,Response11,Response12,Response13,Response14,Response15,Response16,Response17,Response18,Response19,Response20,Response21,Response22,Response23,Response24,Response25,Response26,Response27,Response28,Response29,Response30,Response31,Response32,Response33,Response34
2,old.low,2,1,77,old,low,b,26,b,The anchorman,reported,which,supporter,the,senator,had,defeated,in the last election.,0,0,31,a beef with,appointed,befriended,bribed,dated,denied knowing,done favors for,fondled,gained,had sexual relations with,harangued,helped,invited to dinner,landed,lobbied for,met with,named,paid off,paid off,payed off,picked,picked,praised,promoted,saw in the crowd,sex with,shown off,shunned,spoken with,talk about,thanked,,,
3,new.high,2,3,77,new,high,g,26,c,The supporter,reported,which,candidate,the,senator,had,defeated,in the last election.,4,0.133333333,30,approached for support,approved of,chosen,chosen as his running mate,chosen to succeed him,decided to support,defeated,defeated,defeated,defeated,endorsed,endorsed,endorsed,endorsed,endorsed ,lost to,lunch with,picked,praised,pushed,run against,selected,supported,supported,supported for office,taunted,visited with,voted for,voted for,working,,,,
4,new.low,2,4,77,new,low,b,26,d,The candidate,reported,which,supporter,the,senator,had,defeated,in the last election.,0,0,32,backed,backed,bribed,bribed,bribed,bribed,chosen,complimented,contributions from,distanced himself from,eaten lunch with,exemplified,favored,gotten lots of money from,ignored,liked best,lobbied,lunch with,mentioned,mentioned,met with,met with,paid,paid,quoted,shaken hands with,spoken with,struck,taken a photo with,talked to,thanked,won over,,
1,old.high,3,4,78,old,high,g,27,a,The announcer,stated,which,rival,the,player,had,defeated,during the game.,5,0.161290323,31,a fight with,a grudge with,battled,beat,beaten,beaten,beaten,beaten,been compared to,bested,called out,chosen,confronted,defeated,defeated,defeated,defeated,defeated. ,faced last time,fought,hated,hated,hit,on the other team,once gone to school with,played for,scored against,tackled,to compete with,won,won,,,
2,old.low,3,3,78,old,low,b,27,b,The announcer,stated,which,teammate,the,player,had,defeated,during the game.,0,0,30,argued with,argued with,assisted,assisted ,beaten,beaten,chosen,chosen,"chosen as """"most valuable player",denounced,followed ,grown up with,high-fived,injured,injuried,issues with,passed the ball,passed to,passed to,passed to,passed to,played,punched,replaced,replaced,subbed in for,tagged,thrown the ball to,tripped,yelled at,,,,
3,new.high,3,1,78,new,high,g,27,c,The teammate,stated,which,rival,the,player,had,defeated,during the game.,4,0.125,32,beat,beaten,beaten,beaten,beaten,beaten,beaten,cheated,defeated,defeated,defeated,defeated,defended,disliked,fought with,hated,hated,hated,hated,hated,hit,hit,hit,hurt,kicked,lost to,lost to,mocked,played for,sabotaged,struck,yelled at,,
4,new.low,3,2,78,new,low,b,27,d,The rival,stated,which,teammate,the,player,had,defeated,during the game.,0,0,30,a grudge against,animosity towards,beat,beaten,been friends with,befriended,challenged,cheated with,chosen. ,criticized,fouled,fouled,helped,helped,hit,hit,hit,injured,joined,kicked,picked,praised,punched,pushed,saved,scored against the most,tackled,thought was an easy opponent,tried to fight during the game,wanted to defeat,,,,
1,old.high,4,2,79,old,high,g,28,a,The assistant,verified,which,worker,the,employer,had,fired,the previous month.,8,0.266666667,30,demoted,fired,fired,fired,fired,fired,fired,fired,fired,given a raise,given a raise,gratitude towards,hired,hired,hired,hired,hired,hired,hired,interviewed ,laid off,pointed out,promoted,promoted,promoted,promoted,spoken with,terminated,trained,worked,,,,
2,old.low,4,1,79,old,low,b,28,b,The assistant,verified,which,applicant,the,employer,had,fired,the previous month.,0,0,32,accepted,approved,called,chose,chosen,chosen,favored,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,interviewed,interviewed,interviewed,interviewed,killed,picked,reviewed,selected,selected,selected,selected to hire,,
3,new.high,4,4,79,new,high,g,28,c,The applicant ,verified,which,worker,the,employer,had,fired,the previous month.,3,0.1,30,accused,been asking about,been fired from,cherished the most in their company,chosen,dealt with,dismissed,fired,fired,fired,given a raise to,handed to application to,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,picked,promoted,promoted,referenced,spoken with,transferred,treated poorly,,,,
4,new.low,4,3,79,new,low,b,28,d,The worker ,verified,which,applicant,the,employer,had,fired,the previous month.,1,0.032258065,31,asked for a second interview with,chosen,chosen,chosen,declined,fired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired,interviewed,interviewed,interviewed,just hired,picked,processed,,,
1,old.high,5,3,80,old,high,g,31,a,The beggar,saw,which,leper,the,wiseman,had,cured,with his healing.,4,0.129032258,31,blessed,cured,cured,cured,declared cured,given money to,given money to,healed,healed,healed,healed,healed,helped,helped,helped,helped,helped,helped,inspired,inspired ,just healed,killed,loved,prayed with,shunned,spoken with,spotted,struck,talked about,talked to,talked to,,,
2,old.low,5,4,80,old,low,b,31,b,The beggar,saw,which,prophet,the,wiseman,had,cured,with his healing.,0,0,30,chosen,chosen,consulted with,consulted with,cursed,faught,foretold of,foretold of,given gold to,gone to,honored,honored,ignored,listened to,praised,prayed to,predicted,predicted,predicted,punished,quoted,recommended,revealed,spoken to,talked about,talked to,talked with,told of,waited for,worshiped,,,,
3,new.high,5,1,80,new,high,g,31,c,The prophet,saw,which,leper,the,wiseman,had,cured,with his healing.,8,0.25,32,challenged,condemened,counseled,cured,cured,cured,cured,cured,cured,cured,cured,enlightened,foreseen,foretold,foretold of,forseen,forseen,healed,healed,healed,healed,healed,healed,healed,praised,prophesied,sought,spoke of,spoken to,spoken to,used,wanted healed,,
4,new.low,5,2,80,new,low,b,31,d,The leper,saw,which,prophet,the,wiseman,had,cured,with his healing.,0,0,30,accused of falsehoods,acknowledged,believed,chosen,conspired with,falsely identified as a god,followed,followed,foretold,foretold,foretold,foretold,foretold. ,intoned,praised,praised,praised,predicted,received his powers from,saw as worthy,seen,seen,spoken about,spoken about,spoken to,spoken to,talked about,talked to,told him about,visited,,,,
1,old.high,1,1,81,old,high,g,35,a,The captain,realized,which,stowaway,the,sailor,had,hidden,in the cargo area.,10,0.322580645,31,beat,been feeding,been hiding,brought on board,caught,damaged,discovered,discovered,found,found,found,found,found,found,found,found in the cargo hold,helped,helped,helped,hid,hidden,hidden,hidden,hidden,hidden,hidden,hidden,hidden,seen,snuck aboard,thrown overboard,,,
2,old.low,1,2,81,old,low,b,35,b,The captain,realized,which,landlubber,the,sailor,had,hidden,in the cargo area.,0,0,30,beaten up,been,been laughing at,been talking to,brought with him,cursed out,disliked,drinken with,dropped ,drunk with,embarassed,fancied,found,grabbed,hated,hired,insulted,insulted,loved,mentioned,mocked,roomed with,sailed,sailed with,scammed,snuck aboard,thrown overboard,used,visited,yelled about,,,,
3,new.high,1,3,81,new,high,g,35,c,The landlubber,realized,which,stowaway,the,sailor,had,hidden,in the cargo area.,3,0.09375,32,been,brought back,captured,caught,discovered,discovered,executed,found,found,found,heaved,helped,hid,hidden,hidden,hidden,in his possession,issues with,killed,meant,murdered,overlooked,packed,paid,retired to,slain,spoken of,stolen,taken aboard his ship,thrown overboard,thrown overboard,used,,
4,new.low,1,4,81,new,low,b,35,d,The stowaway,realized,which,landlubber,the,sailor,had,hidden,in the cargo area.,0,0,30,a meeting with,a relationship with,assaulted,been in love with,boarded,bought,captured,chosen,cut up into salt pork,dealt with,educated,fought,gotten onboard,impersonated,kicked out,kicked overboard,killed. ,left on the shore,made fun of,met,mugged,punched,relied on,replaced,spotted,talked  to,talked about,talked to,talked to,thrown away,,,,
1,old.high,2,3,82,old,high,g,36,a,The circus goers,explained,which,child,the,clown,had,scared,with his trick.,8,0.266666667,30,a party with,attacked,brought into the ring,chosen,entertained,entertained,entertained,frightened,frightened,frightened,frightened ,frightened ,given a balloon,given a balloon to,helped,played with,scared,scared,scared,scared,scared,scared,scared,scared,scared ,singled out,smile,terrified,terrified,touched,,,,
2,old.low,2,4,82,old,low,b,36,b,The circus goers,explained,which,juggler,the,clown,had,scared,with his trick.,0,0,32,angered,assaulted,beaten,been,entertained,entertained,envied,helped,hit,hit,introduced,juggled,kicked,killed,laughing,parodied. ,performed with,picked ,pranked,pranked,requested,squirted water on,tricked,tricked,tripped,tripped,tripped,tripped,tripped,tripped,tripped over,worked with,,
3,new.high,2,2,82,new,high,g,36,c,The juggler,explained,which,child,the,clown,had,scared,with his trick.,10,0.333333333,30,annoyed,chosen,chosen,entertained,frightened,frightened,frightened,given a balloon to,liked,liked,made cry,made cry,made laugh,made laugh,made laugh,played with,scared,scared,scared,scared,scared,scared,scared,scared,scared,scared. ,seen,terrified,terrified,used as a prop,,,,
4,new.low,2,1,82,new,low,b,36,d,The child,explained,which,juggler,the,clown,had,scared,with his trick.,1,0,31,a rivalry with,an act with,befriended,brought with him to the birthday party,bumped into,bumped into,dropped,kicked,laughed at,laughed at,made laugh,made laugh,messed with,met,picked,pulled the pants down on,pushed over,run into,scared,seen,stolen balls from,taught,thrown a pie at,tickled,to do,trained,tripped,upset,worked with,worked with,worked with,,,
1,old.high,3,1,83,old,high,g,37,a,The columnist,publicized,which,stylist,the,supermodel,had,used,for the fashion show.,8,0.25,32,attacked,called,chosen,chosen,chosen,chosen,employed,fired,gotten a make-over from,hired,hired,hired,hired,hired,hired,hired,hired,hired,hired to do her hair,known,married,picked,used,used,used,used,used,used,used for the red carpet,used in the past,utilized,went to,,
2,old.low,3,2,83,old,low,b,37,b,The columnist,publicized,which,billionaire,the,supermodel,had,used,for the fashion show.,0,0,30,affairs with,an affaif with,an affair with,attracted,been seeing,dated,dated,dated,dated,dated,dated,dated,dated,dated,laughed at,manipulated,married,married,married,married,married,married,married,married,married,married,married,slept with,slept with. ,wanted to marry,,,,
3,new.high,3,4,83,new,high,g,37,c,The billionaire,publicized,which,stylist,the,supermodel,had,used,for the fashion show.,9,0.290322581,31,a haircut with,a relationship with,accused of voyeurism,asked for,chosen,dated,employed,employed,frequented,gone to,hired,hit,just visited,picked,seen,style her hair,treated,used,used,used,used,used,used,used,used,used for her new look,visited,visited,worked with,worn,worn,,,
4,new.low,3,3,83,new,low,b,37,d,The stylist,publicized,which,billionaire,the,supermodel,had,used,for the fashion show.,0,0,30,a child with,an affair with,approached,been dating,been dating,been dating,dated,dated,dated,dated,dated,dated,gotten her hair done with,had an affair with,married,married,married,married,married,married,recently started dating,secret meetings with,slept with,slept with,slept with,slept with,slept with,slept with,solicited,worked for,,,,
1,old.high,4,4,84,old,high,g,39,a,The correspondent,reported,which,contestants,the,judges,had,chosen,for the game show.,7,0.225806452,31,approved,approved of,awarded,bribed,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen as the winner,deemed winners,favored,favored in the competition,kicked off,liked,picked,picked,picked,picked,praised,rejected,rewarded,ruled against,ruled in favor of,selected,selected,selected,selected to the next round,thrown out,,,
2,old.low,4,3,84,old,low,b,39,b,The correspondent,reported,which,spectators,the,judges,had,chosen,for the game show.,1,0.033333333,30,accused,allowed into the courtroom,asked to leave the courtroom,banned,chided,chosen,dismissed,ejected,ejected,expelled,held in contempt,hushed ,kept their eyes on,looked at,removed,removed,removed,removed from the courtroom,scolded,thrown in jail,thrown out,thrown out,thrown out,thrown out,thrown out,to tell to stay in line,tossed,warned,waved at,worked with,,,,
3,new.high,4,2,84,new,high,g,39,c,The spectators,reported,which,contestants,the,judges,had,chosen,for the game show.,5,0.15625,32,awarded,chosen,chosen,chosen,chosen,chosen,disliked,dismissed,eliminated,eliminated,eliminated,jeered,judged,liked,liked,picked,picked,picked,praised,rated,removed,ruled against,ruled in favor of,scored,scored,seen,selected,selected,selected to win,voted as the best,voted for,voted on,,
4,new.low,4,1,84,new,low,b,39,d,The contestants,reported,which,spectators,the,judges,had,chosen,for the game show.,2,0.066666667,30,a problem with,accused,chosen,chosen,dealt with,embarassed,fined,insulted,kicked out of the studio,liked,liked,liked most,no reliance on,noted,noticed,offended,picked,pointed out,quieted,quieted,represented,seen,seen,silenced,talked to,thrown out,to silence,warned,watched,yelled at,,,,
1,old.high,5,2,85,old,high,g,42,a,The editor,published,which,orphan,the,philanthropist,had,adopted,at a young age.,13,0.433333333,30,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,been talking about,chosen to adopt. ,dedicated the most money to,helped,helped,helped,helped ,invested in,made friends with,mentored,met,molested,nurtured,picked,rescued,supported,wrote,wrote about,,,,
2,old.low,5,1,85,old,low,b,42,b,The editor,published,which,volunteer,the,philanthropist,had,adopted,at a young age.,0,0,31,an affair with,awarded the prize,chosen,chosen,collaborated with,donated to,enjoyed,given money to,hired,hired on permanently,honored,interviewed with,mentioned,payed,picked,picked for the article,praised,praised for doing good work,recommended,rewarded,scolded,selected,spoken with,sponsored,supported,thanked,used,worked with,worked with,worked with,written,,,
3,new.high,5,3,85,new,high,g,42,c,The volunteer,published,which,orphan,the,philanthropist,had,adopted,at a young age.,19,0.633333333,30,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,adopted,benefacted,decided to adopt,donated money to,donated money to,helped,helped,helped,released ,saved,sponsored,talked,written about,,,,
